global unique identifier	last edited date	taxonomic order	category	taxon concept id	common name	scientific name	subspecies common name	subspecies scientific name	exotic code	observation count	breeding code	breeding category	behavior code	age/sex	country	country code	state	state code	county	county code	iba code	bcr code	usfws code	atlas block	locality	locality id	locality type	latitude	longitude	observation date	time observations started	observer id	sampling event identifier	protocol type	protocol code	project code	duration minutes	effort distance km	effort area ha	number observers	all species reported	group identifier	has media	approved	reviewed	reason	trip comments	species comments	
URN:CornellLabOfOrnithology:EBIRD:OBS223198021	2019-08-08 09:33:05	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2013-09-28	07:00:00	obsr170419	S16024985	Traveling	P22	EBIRD	420	1.5	NA	3	1		0	1	0		FRANCISCO HENAO, HECTOR MARIO, JOSE ITURIEL ARANGO. DÍA CON POCA LUZ EN LA MAÑANA. FRÍO.		
URN:CornellLabOfOrnithology:EBIRD:OBS212600632	2022-12-12 12:36:49.13129	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2013-09-26	06:30:00	obsr171315	S15290804	Traveling	P22	EBIRD	660	6.437	NA	8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS273477696	2022-10-26 06:19:36.329654	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Estelar Recinto del Pensamiento	L3814438	H	5.0392835	-75.4467416	2013-10-19	06:00:00	obsr431534	S19950211	Historical	P62	EBIRD	480	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS215837077	2022-10-25 02:11:53.958541	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hostal La Laguna	L2400985	P	4.9449073	-75.4750443	2013-10-27	06:00:00	obsr397020	S15528705	Traveling	P22	EBIRD	600	25	NA	4	1	G717976	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS215606307	2022-10-25 02:12:01.286959	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hostal La Laguna	L2400985	P	4.9449073	-75.4750443	2013-10-27	06:00:00	obsr281937	S15511148	Traveling	P22	EBIRD	600	25	NA	4	1	G717976	0	1	0		Tatiana Botero, Alejandro Bayer, Pablo Robledo		
URN:CornellLabOfOrnithology:EBIRD:OBS215668597	2022-10-25 02:23:19.113904	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hostal La Laguna	L2400985	P	4.9449073	-75.4750443	2013-10-27	06:00:00	obsr388426	S15515752	Traveling	P22	EBIRD	600	25	NA	4	1	G717976	0	1	0		Tatiana Botero, Alejandro Bayer, Pablo Robledo		
URN:CornellLabOfOrnithology:EBIRD:OBS215663623	2022-10-25 02:13:19.856153	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hostal La Laguna	L2400985	P	4.9449073	-75.4750443	2013-10-27	06:00:00	obsr432714	S15515375	Traveling	P22	EBIRD	600	25	NA	4	1	G717976	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS337261535	2019-08-08 09:33:05	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2013-10-19		obsr645616	S24680455	Historical	P62	EBIRD	240	3	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS226299930	2022-10-25 01:56:09.862941	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hostal La Laguna	L2400985	P	4.9449073	-75.4750443	2013-10-27	06:00:00	obsr194014	S16404345	Traveling	P22	EBIRD	600	25	NA	4	1	G717976	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS337264710	2022-11-03 16:21:30.833868	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Camino de la Palma Real - Manizales	L21429866	P	5.0576876	-75.4842602	2013-10-11		obsr645616	S24680679	Historical	P62	EBIRD	NA	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS624430807	2019-08-09 21:59:54	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	La Esmeralda	L7477611	P	5.0830789	-75.5041945	2013-11-18	06:30:00	obsr513909	S46074490	Historical	P62	EBIRD	510	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS216513792	2022-10-25 02:06:53.128005	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Manizales (ciudad)	L928160	P	5.0640991	-75.5174446	2013-11-02	07:00:00	obsr434125	S15578957	Traveling	P22	EBIRD	360	1.5	NA	12	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS223853861	2022-10-25 02:05:30.0387	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2013-11-02	07:00:00	obsr170419	S16189154	Traveling	P22	EBIRD	420	1.5	NA	3	1	G764654	0	1	0		DÍA CLARO, HÚMEDO. PACHO, ELSY, ITU		
URN:CornellLabOfOrnithology:EBIRD:OBS451497235	2017-05-20 00:23:31	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Recinto del Pensamiento	L5529238	H	5.0422867	-75.4449552	2013-11-28	11:00:00	obsr820658	S33204297	Stationary	P21	EBIRD	50	NA	NA	1	1		0	1	0		Registro fotográfico durante conferencias del 3 Encuentro Aves Manizales		
URN:CornellLabOfOrnithology:EBIRD:OBS389112003	2022-10-25 02:35:47.033897	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2013-11-02	07:00:00	obsr620310	S28792368	Traveling	P22	EBIRD	360	3	NA	3	1	G1681720	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS240893939	2022-10-25 02:08:12.86641	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque los Alcázares Arenillo	L2414194	P	5.0650395	-75.5318964	2013-11-02	07:00:00	obsr194014	S17539298	Traveling	P22	EBIRD	360	1.5	NA	12	1	G834511	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS220980078	2017-05-26 08:52:02	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3				Male, Adult (1); Female, Adult (2)	Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Estelar Recinto del Pensamiento	L3814438	H	5.0392835	-75.4467416	2013-11-28	05:50:00	obsr235630	S15944930	Stationary	P21	EBIRD	120	NA	NA	4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS389136668	2022-10-25 02:10:24.598439	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2013-11-02	07:00:00	obsr633314	S28794171	Traveling	P22	EBIRD	360	3	NA	3	1	G1681720	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS217396179	2020-02-03 15:37:35	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				8					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2013-11-11	05:30:00	obsr303219	S15644532	Traveling	P22	EBIRD	300	3.219	NA	4	1		0	1	0		with Padu, German, Fernando		
URN:CornellLabOfOrnithology:EBIRD:OBS224495176	2022-10-25 02:21:20.973701	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2013-11-02	07:00:00	obsr194014	S16248974	Traveling	P22	EBIRD	420	1.5	NA	3	1	G764653	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS393250670	2019-08-08 09:33:06	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2013-11-30	06:45:00	obsr620310	S29078599	Traveling	P22	EBIRD	240	4	NA	3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS224495224	2022-10-25 01:55:55.482751	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2013-11-02	07:00:00	obsr194014	S16248975	Traveling	P22	EBIRD	420	1.5	NA	3	1	G764654	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS216934805	2022-10-25 02:27:03.734086	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque los Alcázares Arenillo	L2414194	P	5.0650395	-75.5318964	2013-11-02	07:00:00	obsr281937	S15609908	Traveling	P22	EBIRD	360	1.5	NA	12	1	G834511	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS226501133	2022-10-26 04:47:52.755771	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				20					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2013-12-12	06:30:00	obsr142759	S16420914	Traveling	P22	EBIRD	660	7.242	NA	10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS226299103	2021-08-19 17:23:16.38452	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Aralcal	L2461670	H	5.0748287	-75.5863452	2013-12-14	06:25:00	obsr194014	S16404216	Traveling	P22	EBIRD	480	3	NA	5	1	G775520	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672257313	2022-03-18 02:34:47.319994	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2013-12-12	06:30:00	obsr27134	S49599381	Historical	P62	EBIRD	630	7	NA	6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS698529128	2019-01-14 20:43:16	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Rio Blanco	L8431699	P	5.0725	-75.53333	2013-12-13	10:40:00	obsr161911	S51688980	Incidental	P20	EBIRD	NA	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672765466	2022-03-18 03:02:58.686726	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2013-12-11	14:00:00	obsr27134	S49635896	Historical	P62	EBIRD	300	10	NA	6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS223867008	2021-08-19 17:23:16.358535	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Aralcal	L2461670	H	5.0748287	-75.5863452	2013-12-14	06:25:00	obsr170419	S16190407	Traveling	P22	EBIRD	480	3	NA	5	1	G775520	0	1	0		CORRESPONDE AL CENSO NAVIDEÑO. ESTUVIMOS: ROCÍO ESPINOSA (líder), TATIANA BOTERO, ELSY MELENDEZ, FRANCISCO (PACHO) HENAO, JOSE I.		
URN:CornellLabOfOrnithology:EBIRD:OBS775515406	2022-05-29 00:39:22.071484	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2013-12-28	10:00:00	obsr353695	S57415320	Traveling	P22	EBIRD	180	10	NA	2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS227460238	2020-02-03 15:37:35	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2013-12-28	07:00:00	obsr425489	S16501223	Traveling	P22	EBIRD	240	3	NA	3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS227380805	2016-03-04 08:58:35	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Manizales (ciudad)	L928160	P	5.0640991	-75.5174446	2013-12-24	14:00:00	obsr425489	S16495085	Traveling	P22	EBIRD	120	1	NA	2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530585735	2017-09-06 08:53:03	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Manizales (ciudad)	L928160	P	5.0640991	-75.5174446	2013-12-25		obsr425489	S39029489	Historical	P62	EBIRD	NA	NA	NA	2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS228163704	2022-10-26 04:34:08.925475	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2014-01-25	07:00:00	obsr346534	S16555323	Traveling	P22	EBIRD	300	0.595	NA	5	1	G783351	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS992291198	2022-12-12 12:36:33.948015	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	R�o Blanco - Lower Reaches	L12443316	P	5.073373	-75.43783	2014-01-18	06:31:00	obsr162387	S74521331	Incidental	P20	EBIRD	NA	NA	NA	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS697375256	2019-01-12 13:42:40	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Entrada	L7630492	H	5.0664502	-75.4480934	2014-01-20	08:00:00	obsr744089	S51593490	Traveling	P22	EBIRD	480	6.437	NA	9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS227564756	2022-10-26 04:46:16.829762	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2014-01-25	07:00:00	obsr339449	S16509934	Traveling	P22	EBIRD	300	0.595	NA	5	1	G783351	0	1	0		<br />Submitted from BirdLog SA for iOS, version 1.5.2		
URN:CornellLabOfOrnithology:EBIRD:OBS226972193	2019-08-08 09:33:07	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Animalia Manizales	L4887625	H	5.0733333	-75.5422222	2014-01-18	06:10:00	obsr452524	S16458640	Traveling	P22	EBIRD	420	1.2	NA	4	1	G779756	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS227016821	2019-08-08 09:33:07	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Manizales, vereda La Aurora, Aprisco Armonía	L2574526	P	5.0737493	-75.5379635	2014-01-18	06:10:00	obsr194014	S16462499	Traveling	P22	EBIRD	420	1.2	NA	4	1	G779756	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275286603	2022-10-25 02:17:16.209537	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2014-01-21	06:30:00	obsr507040	S20176237	Traveling	P22	EBIRD	460	6	NA	10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS581424969	2022-10-25 01:52:20.526092	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2014-01-20	07:00:00	obsr429997	S43128202	Traveling	P22	EBIRD	360	3.219	NA	8	1	G2968076	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS236175690	2022-10-26 04:45:32.32444	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2014-01-25	07:00:00	obsr335844	S17127842	Traveling	P22	EBIRD	300	0.595	NA	5	1	G783351	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS698012273	2021-03-31 20:03:04.567787	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Entrada	L7630492	H	5.0664502	-75.4480934	2014-01-21	08:00:00	obsr744089	S51646262	Traveling	P22	EBIRD	360	8.047	NA	9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS684139534	2021-01-19 14:43:34.201152	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2014-01-20	07:00:00	obsr37350	S50534640	Traveling	P22	EBIRD	360	3.219	NA	8	1	G2968076	0	1	0		Colombia Birdwatch trip; owner/guide, Chris Calonje and guide, Jose Luna; start time, distance, and duration are estimates; birded over a 2 day period in the surrounding area, probably 6 hours per day of birding		
URN:CornellLabOfOrnithology:EBIRD:OBS228097435	2019-08-08 09:33:07	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Aralcal	L2461670	H	5.0748287	-75.5863452	2014-01-25	06:00:00	obsr170419	S16528171	Traveling	P22	EBIRD	420	1.5	NA	3	1		0	1	0		día soleado, un poco húmedo; llovizna en la mañana. Altura: 1251 msnm		
URN:CornellLabOfOrnithology:EBIRD:OBS227496644	2022-10-26 04:40:58.513553	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2014-01-25	07:00:00	obsr108813	S16504373	Traveling	P22	EBIRD	300	0.595	NA	5	1	G783351	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS247768901	2022-10-25 02:13:20.900438	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2014-01-20	07:00:00	obsr434831	S18048575	Traveling	P22	EBIRD	360	3.219	NA	8	0	G2968076	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275285135	2020-02-03 15:37:35	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2014-01-20	06:20:00	obsr507040	S20176146	Traveling	P22	EBIRD	570	9	NA	10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS697152574	2022-10-25 02:31:04.243276	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Entrada	L7630492	H	5.0664502	-75.4480934	2014-01-19	08:00:00	obsr744089	S51576021	Traveling	P22	EBIRD	480	8.047	NA	9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS337268150	2022-10-26 02:48:45.258853	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Manizales (ciudad)	L928160	P	5.0640991	-75.5174446	2014-01-28	07:00:00	obsr645616	S24680950	Traveling	P22	EBIRD	480	8	NA	3	1		0	1	0		Cuchilla del Salado (2000 msnm) - Vereda el Guineo (1200 msnm)		
URN:CornellLabOfOrnithology:EBIRD:OBS226952939	2019-08-08 09:33:07	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Manizales, vereda La Aurora, Aprisco Armonía	L2574526	P	5.0737493	-75.5379635	2014-01-18	06:10:00	obsr170419	S16456987	Traveling	P22	EBIRD	420	1.2	NA	4	1	G779756	0	1	0		Participantes: Francisco (Pacho) Heano, Mario Alberto, Elsy Meléndez y yo. Día soleado y seco.		
URN:CornellLabOfOrnithology:EBIRD:OBS240234488	2022-12-05 00:11:02.034479	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2014-02-25	06:30:00	obsr223690	S17478745	Traveling	P22	EBIRD	510	2	NA	9	0	G830968	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS285575090	2022-10-26 06:18:37.390899	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2014-02-19	05:45:00	obsr354845	S20914213	Traveling	P22	EBIRD	270	3	NA	3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS389139950	2018-08-16 11:20:23	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	RN Bellavista	L4465017	H	5.3301486	-74.920224	2014-02-22	06:20:00	obsr620310	S28794393	Traveling	P22	EBIRD	240	3	NA	2	1	G1695206	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS771912098	2019-06-06 16:03:30	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Rio Blanco	L6135696	P	5.0912063	-75.4510975	2014-02-17	08:00:00	obsr442094	S57143877	Incidental	P20	EBIRD	NA	NA	NA	1	0	G4258484	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS391801220	2022-08-22 18:00:57.591101	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	RN Bellavista	L4465017	H	5.3301486	-74.920224	2014-02-22	06:20:00	obsr722777	S28983813	Traveling	P22	EBIRD	240	3	NA	2	1	G1695206	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS237430932	2019-08-08 09:33:08	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Aralcal	L2461670	H	5.0748287	-75.5863452	2014-02-22	06:10:00	obsr170419	S17240664	Traveling	P22	EBIRD	420	1.2	NA	5	1		0	1	0		FRANCISCO HENAO, JULIAN ALVAREZ, LAURA ALVAREZ, NELSI MELENDEZ, JOSE ITURIEL ARANGO		
URN:CornellLabOfOrnithology:EBIRD:OBS521977310	2019-06-06 16:03:29	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Rio Blanco	L6135696	P	5.0912063	-75.4510975	2014-02-17	08:00:00	obsr899448	S38388391	Incidental	P20	EBIRD	NA	NA	NA	1	0	G4258484	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS521977220	2019-06-06 16:03:30	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Rio Blanco	L6135696	P	5.0912063	-75.4510975	2014-02-16	08:00:00	obsr899448	S38388388	Incidental	P20	EBIRD	NA	NA	NA	1	0	G4258485	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS244681648	2019-08-08 09:33:08	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Aralcal	L2461670	H	5.0748287	-75.5863452	2014-02-22	06:00:00	obsr170419	S17823385	Traveling	P22	EBIRD	420	1	NA	4	1		0	1	0		DÍA SOLEADO, SECO.		
URN:CornellLabOfOrnithology:EBIRD:OBS241284221	2022-10-26 04:31:23.843483	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				40					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2014-02-21	06:15:00	obsr142759	S17567698	Traveling	P22	EBIRD	745	6.437	NA	12	1		0	1	0				
