checklist_id,observer_id,observation_count,species_observed,state_code,locality_id,latitude,longitude,protocol_type,all_species_reported,observation_date,year,day_of_year,hours_of_day,effort_hours,effort_distance_km,effort_speed_kmph,number_observers
S43341586,obs761992,0,FALSE,CO-CAL,L7013491,5.0662446,-75.4483842,Traveling,1,2018-03-01,2018,60,16.283333333333335,1.3333333333333333,2,1.5,6
S43358277,obs842354,0,FALSE,CO-CAL,L7016317,5.4771617,-74.9844967,Traveling,1,2018-03-02,2018,61,9.4,2.3333333333333335,3.39,1.4528571428571428,2
S43358373,obs842354,1,TRUE,CO-CAL,L7016338,5.477205,-75.0047133,Traveling,1,2018-03-02,2018,61,11.75,3.3333333333333335,6.34,1.902,2
S43366485,obs1017330,0,FALSE,CO-CAL,L7017779,5.0644583,-75.516519,Stationary,1,2018-03-04,2018,63,9.95,0.5,0,0,1
S43440621,obs19726,0,FALSE,CO-CAL,L7029524,4.970799,-75.378865,Traveling,1,2018-03-06,2018,65,9.6,1,0.5,0.5,1
S43535098,obs424749,2,TRUE,CO-CAL,L7046663,5.185174,-75.450022,Traveling,1,2018-03-06,2018,65,6.683333333333334,5,5,1,1
S43535110,obs424749,0,FALSE,CO-CAL,L7046664,5.316748,-74.912164,Stationary,1,2018-02-27,2018,58,12.916666666666666,0.16666666666666666,0,0,1
S43535151,obs424749,0,FALSE,CO-CAL,L7046672,5.434604,-75.044526,Traveling,1,2018-02-25,2018,56,7.6,6,5.515,0.9191666666666666,1
S43535160,obs424749,0,FALSE,CO-CAL,L7046676,5.429581,-75.037004,Traveling,1,2018-02-25,2018,56,6,1.5166666666666666,1.537,1.0134065934065934,3
S43535391,obs424749,0,FALSE,CO-CAL,L7046738,5.026497,-75.387361,Traveling,1,2018-01-11,2018,11,6.016666666666667,1.1,1.061,0.9645454545454544,1
S43535420,obs424749,0,FALSE,CO-CAL,L7046745,5.051108,-75.739626,Stationary,1,2018-01-03,2018,3,13.716666666666667,0.4166666666666667,0,0,1
S43535474,obs424749,0,FALSE,CO-CAL,L7046756,5.026639,-75.386891,Traveling,1,2018-02-07,2018,38,7.15,3,4,1.3333333333333333,1
S64855387,obs204771,0,FALSE,CO-CAL,L7046904,4.980332,-75.335401,Traveling,1,2020-02-22,2020,53,9.683333333333334,0.5333333333333333,5.547,10.400625,8
S43560793,obs599017,0,FALSE,CO-CAL,L7051155,4.9655835,-75.3672259,Stationary,1,2018-03-08,2018,67,8.5,0.3333333333333333,0,0,2
S43561471,obs599017,0,FALSE,CO-CAL,L7051281,4.9703635,-75.3452082,Traveling,1,2018-03-07,2018,66,14,0.6666666666666666,0.75,1.125,2
S43647648,obs948584,1,TRUE,CO-CAL,L7065181,5.0561222,-75.4956785,Traveling,1,2018-03-14,2018,73,13,1.0166666666666666,0.966,0.9501639344262295,2
S43661459,obs534175,0,FALSE,CO-CAL,L7067239,5.126375,-75.4493058,Traveling,1,2018-02-27,2018,58,14,3,3.219,1.073,7
S43678326,obs820658,0,FALSE,CO-CAL,L7069937,5.0465935,-75.5171686,Traveling,1,2018-03-15,2018,74,16.8,1.6666666666666667,0.11,0.066,1
S43744446,obs948584,0,FALSE,CO-CAL,L7081049,5.0137716,-75.5457986,Traveling,1,2018-03-18,2018,77,6.55,2.5,0.515,0.20600000000000002,1
S43753687,obs948584,1,TRUE,CO-CAL,L7082813,4.9706669,-75.5453135,Traveling,1,2018-03-18,2018,77,10,3,3.862,1.2873333333333334,2
S43777428,obs621924,2,TRUE,CO-CAL,L7086734,5.0676842,-75.5236348,Stationary,1,2018-03-19,2018,78,9.116666666666667,0.06666666666666667,0,0,1
S43805203,obs621924,0,FALSE,CO-CAL,L7094636,5.0661897,-75.5248113,Stationary,1,2018-03-19,2018,78,12.75,0.08333333333333333,0,0,2
S43847895,obs669195,2,TRUE,CO-CAL,L7100951,5.0934815,-75.5740409,Traveling,1,2018-03-21,2018,80,15.183333333333334,4.15,4,0.9638554216867469,4
S43883136,obs990194,0,FALSE,CO-CAL,L7106407,5.0892324,-75.5334493,Traveling,1,2018-03-23,2018,82,9.833333333333334,0.4,0.322,0.8049999999999999,1
S43922982,obs820658,0,FALSE,CO-CAL,L7113450,5.0535424,-75.4799623,Stationary,1,2018-03-24,2018,83,16.383333333333333,0.75,0,0,2
S43925075,obs164576,0,FALSE,CO-CAL,L7113757,4.971384,-75.385524,Traveling,1,2018-02-17,2018,48,17.7,0.7666666666666667,1.224,1.5965217391304347,1
S43930565,obs538838,0,FALSE,CO-CAL,L7114616,5.0719127,-75.8725787,Stationary,1,2018-03-24,2018,83,17.7,0.25,0,0,1
S43943982,obs793173,0,FALSE,CO-CAL,L7116856,5.3794949,-75.0856505,Stationary,1,2018-03-25,2018,84,11.15,1,0,0,1
S43955048,obs398099,2,TRUE,CO-CAL,L7118972,4.9859514,-75.393827,Traveling,1,2018-03-01,2018,60,16,2,6.437,3.2185,7
S43960156,obs424749,2,TRUE,CO-CAL,L7119840,4.995775,-75.419653,Traveling,1,2018-03-11,2018,70,7.3,3,5,1.6666666666666667,1
S43960234,obs424749,1,TRUE,CO-CAL,L7119852,5.428774,-75.689091,Traveling,1,2018-03-21,2018,80,6.1,3.433333333333333,2.422,0.7054368932038836,1
S43960304,obs424749,0,FALSE,CO-CAL,L7119863,5.336326,-74.730245,Traveling,1,2018-03-25,2018,84,6.55,3.95,3.844,0.9731645569620252,1
S43960318,obs424749,0,FALSE,CO-CAL,L7119865,5.407754,-75.488011,Stationary,1,2018-03-18,2018,77,5.166666666666667,0.016666666666666666,0,0,1
S43981572,obs793173,0,FALSE,CO-CAL,L7123280,5.3872002,-75.1448697,Traveling,1,2018-03-26,2018,85,10.033333333333333,3,7,2.3333333333333335,2
S64783806,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2020-01-25,2020,25,10.5,0.25,0.5,2,1
S63434720,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2020-01-12,2020,12,9,0.9166666666666666,0.05,0.05454545454545455,1
S68695839,obs622414,1,TRUE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2020-02-29,2020,60,7.5,0.75,1,1.3333333333333333,1
S64754335,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2020-01-16,2020,16,10.5,0.6666666666666666,0.3,0.45,1
S83985146,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2021-01-13,2021,13,17.666666666666668,0.4166666666666667,1.3,3.12,1
S44312089,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2018-03-30,2018,89,9.5,1.5,1,0.6666666666666666,1
S83987819,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2021-01-20,2021,20,7.75,1.0833333333333333,0.4,0.36923076923076925,1
S83984429,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2021-01-09,2021,9,7.5,0.75,0.5,0.6666666666666666,1
S52683591,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2019-01-27,2019,27,10,0.75,0.2,0.26666666666666666,1
S43995721,obs622414,6,TRUE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2018-03-25,2018,84,10.5,4,2,0.5,1
S68693878,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2020-02-21,2020,52,7.166666666666667,1.3333333333333333,1,0.75,1
S83987906,obs622414,0,FALSE,CO-CAL,L7126890,5.008048,-75.42174,Traveling,1,2021-01-20,2021,20,14.5,0.5833333333333334,0.1,0.17142857142857143,1
S44019707,obs820658,0,FALSE,CO-CAL,L7130945,5.0428678,-75.4781345,Stationary,1,2018-03-27,2018,86,13.716666666666667,0.5833333333333334,0,0,1
S52347318,obs820658,0,FALSE,CO-CAL,L7130945,5.0428678,-75.4781345,Traveling,1,2019-02-03,2019,34,16.066666666666666,1.4666666666666666,3.76,2.5636363636363635,3
S44019836,obs820658,0,FALSE,CO-CAL,L7130954,5.0319903,-75.4772745,Traveling,1,2018-03-27,2018,86,17.033333333333335,1.2833333333333334,0.36,0.2805194805194805,1
S51950316,obs820658,0,FALSE,CO-CAL,L7130954,5.0319903,-75.4772745,Traveling,1,2019-01-22,2019,22,16.666666666666668,2.55,0.15,0.058823529411764705,1
S102299931,obs820658,0,FALSE,CO-CAL,L7130954,5.0319903,-75.4772745,Traveling,1,2022-02-08,2022,39,17.583333333333332,0.8666666666666667,0.29,0.3346153846153846,1
S102949462,obs820658,0,FALSE,CO-CAL,L7130954,5.0319903,-75.4772745,Traveling,1,2022-02-18,2022,49,17.5,0.4166666666666667,0.39,0.9359999999999999,1
S44054815,obs990194,1,TRUE,CO-CAL,L7136642,5.0891358,-75.5337692,Stationary,1,2018-03-29,2018,88,7.4,0.38333333333333336,0,0,1
S44124930,obs990194,0,FALSE,CO-CAL,L7136642,5.0891358,-75.5337692,Stationary,1,2018-03-31,2018,90,13.633333333333333,0.2833333333333333,0,0,1
S44080685,obs397020,0,FALSE,CO-CAL,L7141433,5.1182817,-75.6697452,Stationary,1,2018-03-29,2018,88,6.5,4,0,0,1
S44123658,obs397020,0,FALSE,CO-CAL,L7141433,5.1182817,-75.6697452,Stationary,1,2018-03-31,2018,90,8.116666666666667,4,0,0,1
S44108602,obs181612,0,FALSE,CO-CAL,L7146440,5.5220577,-74.7071144,Stationary,1,2018-01-02,2018,2,16.533333333333335,1.1666666666666667,0,0,2
S44282890,obs669195,0,FALSE,CO-CAL,L7176126,5.0075342,-75.4398989,Stationary,1,2018-03-28,2018,87,19.716666666666665,0.4166666666666667,0,0,1
S63622211,obs669195,0,FALSE,CO-CAL,L7176126,5.0075342,-75.4398989,Stationary,1,2020-01-21,2020,21,6.083333333333333,0.4166666666666667,0,0,10
S54156881,obs151859,0,FALSE,CO-CAL,L7227995,4.9687057,-75.6467271,Stationary,1,2019-03-20,2019,79,14.133333333333333,0.016666666666666666,0,0,1
S54085901,obs151859,1,TRUE,CO-CAL,L7227995,4.9687057,-75.6467271,Traveling,1,2019-03-19,2019,78,16.3,1.0833333333333333,1.637,1.5110769230769232,1
S54503023,obs397020,0,FALSE,CO-CAL,L7242368,5.1526013,-75.6890939,Traveling,1,2019-02-27,2019,58,12.616666666666667,0.9833333333333333,0.23,0.2338983050847458,1
S83913816,obs397020,0,FALSE,CO-CAL,L7242368,5.1526013,-75.6890939,Stationary,1,2021-03-22,2021,81,9.083333333333334,0.5,0,0,1
S84509152,obs397020,0,FALSE,CO-CAL,L7242368,5.1526013,-75.6890939,Stationary,1,2021-03-31,2021,90,19.066666666666666,0.25,0,0,1
S54047214,obs1068187,0,FALSE,CO-CAL,L7326731,5.0787979,-75.5239666,Stationary,1,2019-03-20,2019,79,13.5,0.26666666666666666,0,0,1
S79286523,obs1068187,0,FALSE,CO-CAL,L7326731,5.0787979,-75.5239666,Stationary,1,2021-01-15,2021,15,15,0.08333333333333333,0,0,1
S63460382,obs1068187,0,FALSE,CO-CAL,L7326731,5.0787979,-75.5239666,Stationary,1,2020-01-16,2020,16,18.133333333333333,0.18333333333333332,0,0,1
S79264939,obs1068187,0,FALSE,CO-CAL,L7326731,5.0787979,-75.5239666,Stationary,1,2021-01-15,2021,15,8.833333333333334,0.18333333333333332,0,0,2
S79587585,obs1068187,0,FALSE,CO-CAL,L7326731,5.0787979,-75.5239666,Stationary,1,2021-01-20,2021,20,7.983333333333333,0.3333333333333333,0,0,1
S63738875,obs1068187,0,FALSE,CO-CAL,L7326731,5.0787979,-75.5239666,Stationary,1,2020-01-24,2020,24,16.283333333333335,0.15,0,0,1
S63502579,obs1068187,0,FALSE,CO-CAL,L7326731,5.0787979,-75.5239666,Stationary,1,2020-01-18,2020,18,6.9,0.08333333333333333,0,0,2
S63551502,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Stationary,1,2020-01-19,2020,19,11.266666666666667,0.9333333333333333,0,0,1
S53143795,obs1081286,2,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-25,2019,56,17.883333333333333,0.55,0.43,0.7818181818181817,1
S54404958,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-31,2019,90,9.433333333333334,0.2,0.39,1.95,1
S53631909,obs1081286,2,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-09,2019,68,11.5,0.5,0.41,0.82,1
S53050029,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-23,2019,54,9.816666666666666,0.6166666666666667,0.45,0.7297297297297297,1
S51838700,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-19,2019,19,15.983333333333333,0.8166666666666667,0.36,0.44081632653061226,1
S51633027,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-13,2019,13,10.5,1.4333333333333333,0.36,0.2511627906976744,1
S63166890,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Stationary,1,2020-01-08,2020,8,11.1,0.38333333333333336,0,0,1
S53976557,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-18,2019,77,9.25,0.2833333333333333,0.4,1.411764705882353,1
S53351876,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-03,2019,62,15.483333333333333,0.5,0.33,0.66,1
S65077216,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2020-02-26,2020,57,10.016666666666667,0.3333333333333333,0.43,1.29,1
S54170730,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-24,2019,83,9.3,1.0333333333333334,1.11,1.0741935483870968,1
S54212567,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-25,2019,84,9.416666666666666,0.75,0.83,1.1066666666666667,1
S65076421,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2020-02-25,2020,56,17.15,0.4166666666666667,0.5,1.2,1
S54307654,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-28,2019,87,11.55,0.2833333333333333,0.24,0.8470588235294118,1
S51520813,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-10,2019,10,9.916666666666666,0.23333333333333334,0.22,0.9428571428571428,1
S53858135,obs1081286,2,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-15,2019,74,12.45,0.6333333333333333,0.27,0.42631578947368426,1
S51990168,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-24,2019,24,9.5,0.5166666666666667,0.26,0.5032258064516129,1
S53227227,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-28,2019,59,9.216666666666667,0.75,0.73,0.9733333333333333,1
S54047623,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-20,2019,79,12.766666666666667,0.9666666666666667,0.44,0.45517241379310347,1
S53892223,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-16,2019,75,9.45,0.21666666666666667,0.25,1.1538461538461537,1
S52204700,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-30,2019,30,11.4,0.75,0.21,0.27999999999999997,1
S52032179,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-25,2019,25,7.733333333333333,0.38333333333333336,0.51,1.3304347826086955,1
S53031008,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-22,2019,53,16.666666666666668,0.2833333333333333,0.17,0.6000000000000001,1
S52968668,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-20,2019,51,13.533333333333333,0.7166666666666667,0.33,0.4604651162790698,1
S54130995,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-23,2019,82,9.166666666666666,0.7166666666666667,0.4,0.5581395348837209,1
S53090875,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-24,2019,55,10.483333333333333,0.65,0.38,0.5846153846153846,1
S51303803,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-04,2019,4,10.133333333333333,0.31666666666666665,0.29,0.9157894736842105,1
S53608926,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-08,2019,67,16.083333333333332,0.7833333333333333,0.69,0.8808510638297872,1
S53805981,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-14,2019,73,8.633333333333333,0.5166666666666667,0.7,1.354838709677419,1
S64448997,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2020-02-14,2020,45,9.683333333333334,0.45,0.32,0.7111111111111111,1
S54433292,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-31,2019,90,16.816666666666666,0.5,0.25,0.5,1
S52927173,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-19,2019,50,8.9,1.1,0.66,0.6,1
S51335651,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-05,2019,5,9.816666666666666,1.45,0.51,0.3517241379310345,1
S52942770,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Stationary,1,2019-02-19,2019,50,14.516666666666667,0.2833333333333333,0,0,1
S51390287,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-06,2019,6,13.566666666666666,0.36666666666666664,0.08,0.2181818181818182,1
S53466377,obs1081286,2,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-05,2019,64,13.95,0.43333333333333335,0.12,0.2769230769230769,1
S51213201,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-02,2019,2,9.816666666666666,1.4833333333333334,0.4,0.2696629213483146,1
S51435539,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Stationary,1,2019-01-07,2019,7,8.066666666666666,0.23333333333333334,0,0,1
S51255029,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-03,2019,3,11.35,0.6833333333333333,0.18,0.2634146341463415,1
S51712956,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-15,2019,15,15.466666666666667,0.35,0.21,0.6,1
S53161472,obs1081286,2,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-26,2019,57,10.416666666666666,0.7666666666666667,0.84,1.0956521739130434,1
S53000168,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-21,2019,52,14.333333333333334,0.5833333333333334,0.21,0.36,2
S52098745,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-27,2019,27,12.316666666666666,0.7166666666666667,0.26,0.3627906976744186,2
S52175423,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-29,2019,29,12.783333333333333,0.8333333333333334,0.34,0.40800000000000003,1
S51943409,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-22,2019,22,16.266666666666666,0.31666666666666665,0.26,0.8210526315789475,1
S53395662,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-04,2019,63,16.9,0.21666666666666667,0.4,1.8461538461538463,1
S51805818,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-18,2019,18,16.816666666666666,0.3,0.16,0.5333333333333333,1
S51182398,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-01,2019,1,16.416666666666668,0.75,0.27,0.36000000000000004,1
S53187271,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-27,2019,58,8.533333333333333,0.9166666666666666,0.42,0.4581818181818182,1
S51498181,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-09,2019,9,10.8,0.9666666666666667,0.66,0.6827586206896552,1
S51734360,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-16,2019,16,10.15,1.6,0.42,0.26249999999999996,1
S53680388,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-10,2019,69,16.083333333333332,0.2,0.24,1.2,1
S53711449,obs1081286,1,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-11,2019,70,13.85,0.35,0.6,1.7142857142857144,1
S51859840,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-20,2019,20,9.45,0.7666666666666667,0.63,0.8217391304347825,1
S53566006,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-06,2019,65,17.366666666666667,0.5666666666666667,0.58,1.0235294117647058,1
S53571999,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-07,2019,66,11.85,0.8833333333333333,0.73,0.8264150943396227,1
S51672600,obs1081286,2,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-14,2019,14,11.366666666666667,0.7333333333333333,0.46,0.6272727272727273,1
S52835491,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-17,2019,48,15.05,0.3,0.3,1,1
S52264732,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-01,2019,32,8.583333333333334,0.9833333333333333,0.71,0.7220338983050848,1
S54379097,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-30,2019,89,14.233333333333333,0.36666666666666664,0.23,0.6272727272727273,1
S52306623,obs1081286,2,TRUE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-02,2019,33,15.166666666666666,0.8333333333333334,0.18,0.21599999999999997,1
S51780509,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-17,2019,17,8.8,0.6166666666666667,0.5,0.8108108108108107,1
S51605403,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Stationary,1,2019-01-12,2019,12,17.2,0.03333333333333333,0,0,1
S53739818,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-12,2019,71,11.216666666666667,0.4166666666666667,0.56,1.344,1
S53262565,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-01,2019,60,17.683333333333334,0.4,0.31,0.7749999999999999,1
S52232000,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-31,2019,31,10.866666666666667,0.8666666666666667,0.66,0.7615384615384615,2
S51473878,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Stationary,1,2019-01-08,2019,8,15.75,0.4,0,0,1
S52091159,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-27,2019,27,9.4,0.8333333333333334,0.3,0.36,1
S54246825,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Stationary,1,2019-03-26,2019,85,10.033333333333333,0.2833333333333333,0,0,1
S54345824,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-29,2019,88,15.2,0.7333333333333333,0.68,0.9272727272727274,1
S51568519,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Stationary,1,2019-01-11,2019,11,15.433333333333334,0.11666666666666667,0,0,1
S52329042,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-02-03,2019,34,9.4,1.0333333333333334,0.9,0.8709677419354838,1
S52134212,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Stationary,1,2019-01-28,2019,28,7.866666666666667,0.2833333333333333,0,0,1
S54115624,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-22,2019,81,17.3,0.23333333333333334,0.61,2.6142857142857143,1
S53787724,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-13,2019,72,17.45,0.55,0.17,0.3090909090909091,1
S53947021,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-17,2019,76,14.966666666666667,0.38333333333333336,0.25,0.6521739130434783,1
S51909025,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-01-21,2019,21,15.583333333333334,1.15,0.69,0.6,1
S54026683,obs1081286,0,FALSE,CO-CAL,L7343904,5.068917,-75.504489,Traveling,1,2019-03-19,2019,78,9.083333333333334,0.8833333333333333,1.02,1.1547169811320754,1
S78650350,obs652958,0,FALSE,CO-CAL,L7347072,5.0764825,-75.6800348,Traveling,1,2021-01-04,2021,4,9.6,0.8666666666666667,0.98,1.1307692307692307,1
S53355863,obs748746,0,FALSE,CO-CAL,L7350419,5.0759053,-75.4985838,Traveling,1,2019-03-03,2019,62,9.033333333333333,1,1,1,1
S102560468,obs1072684,0,FALSE,CO-CAL,L7350419,5.0759053,-75.4985838,Traveling,1,2021-02-21,2021,52,7.016666666666667,3.6666666666666665,2.53,0.69,1
S41882152,obs397020,0,FALSE,CO-CAL,L7350447,5.0898541,-75.5333555,Stationary,1,2018-01-13,2018,13,14.85,0.31666666666666665,0,0,1
S63756645,obs756695,2,TRUE,CO-CAL,L7350447,5.0898541,-75.5333555,Stationary,1,2020-01-25,2020,25,7.5,1.3333333333333333,0,0,4
S42961901,obs397020,0,FALSE,CO-CAL,L7350447,5.0898541,-75.5333555,Stationary,1,2018-02-16,2018,47,6,0.5,0,0,1
S44265616,obs397020,2,TRUE,CO-CAL,L7350447,5.0898541,-75.5333555,Traveling,1,2018-03-28,2018,87,8.166666666666666,5.333333333333333,1,0.1875,1
S41896022,obs397020,0,FALSE,CO-CAL,L7350447,5.0898541,-75.5333555,Traveling,1,2018-01-14,2018,14,6.416666666666667,1.35,0.45,0.3333333333333333,2
S42961873,obs397020,0,FALSE,CO-CAL,L7350447,5.0898541,-75.5333555,Traveling,1,2018-02-17,2018,48,7.5,2,1.5,0.75,1
S43394478,obs397020,5,TRUE,CO-CAL,L7350447,5.0898541,-75.5333555,Traveling,1,2018-03-03,2018,62,7.483333333333333,3,0.2,0.06666666666666667,1
S43580046,obs397020,1,TRUE,CO-CAL,L7350447,5.0898541,-75.5333555,Stationary,1,2018-03-11,2018,70,6.35,2,0,0,1
S34994249,obs397020,0,FALSE,CO-CAL,L7350447,5.0898541,-75.5333555,Traveling,1,2017-02-15,2017,46,15.316666666666666,2,0.5,0.25,1
S53554976,obs128996,0,FALSE,CO-CAL,L7350447,5.0898541,-75.5333555,Stationary,1,2019-02-24,2019,55,17,0.75,0,0,5
S53104205,obs397020,0,FALSE,CO-CAL,L7350447,5.0898541,-75.5333555,Traveling,1,2019-02-24,2019,55,10.616666666666667,3.8333333333333335,0.42,0.10956521739130434,1
