"cv_0","id","scientific_name","lon","lat","pa","bio1","bio12","bio15","bio7","elevation_nad83","bio13"
4,"0","Desmognathus ochrophaeus",-571128.239333992,208104.530444067,"0",2784,10760,143,392,255.938369750977,1053
4,"0","Desmognathus ochrophaeus",-475474.393180146,303142.991982528,"0",2769,11863,205,404,336.612426757812,1246
1,"0","Desmognathus ochrophaeus",-760024.393180146,185892.991982528,"0",2780,10251,144,384,451.51416015625,1088
3,"0","Desmognathus ochrophaeus",-865386.157886029,-647474.655076295,"0",2879,11432,115,323,94.6950988769531,1117
5,"0","Desmognathus ochrophaeus",-864079.656338041,128695.623561476,"0",2800,9437,129,372,216.643539428711,935
4,"0","Desmognathus ochrophaeus",-430474.393180146,-353557.008017472,"0",2849,11677,93,266,5.33185482025146,1052
4,"0","Desmognathus ochrophaeus",-676327.334356617,-579886.419782178,"0",2874,11926,92,273,0.710256278514862,1142
1,"0","Desmognathus ochrophaeus",-299474.393180146,204642.991982528,"0",2792,12902,173,393,139.483215332031,1389
4,"0","Desmognathus ochrophaeus",-873036.893180146,-707044.508017472,"0",2883,11265,115,314,103.639785766602,1136
3,"0","Desmognathus ochrophaeus",-265402.964608717,47642.9919825282,"0",2794,11294,203,393,267.2734375,1202
5,"0","Desmognathus ochrophaeus",-301099.393180146,-4982.00801747176,"0",2799,10057,156,384,254.113632202148,1051
1,"0","Desmognathus ochrophaeus",-860435.931641684,-682203.161863626,"0",2882,11215,114,316,92.665397644043,1130
2,"0","Desmognathus ochrophaeus",-737029.948735702,109420.769760306,"0",2799,9286,116,388,220.326187133789,932
3,"0","Desmognathus ochrophaeus",-293524.393180146,-160507.008017472,"0",2819,12346,70,356,308.695404052734,1132
2,"0","Desmognathus ochrophaeus",-965974.393180146,-10251.744859577,"0",2814,9038,122,355,242.010070800781,919
2,"0","Desmognathus ochrophaeus",-326450.583656336,-314357.008017472,"0",2842,12439,100,244,10.5454921722412,1224
5,"0","Desmognathus ochrophaeus",-1021574.39318015,-756757.008017472,"0",2882,11715,109,315,224.481582641602,1172
3,"0","Desmognathus ochrophaeus",-431621.452003675,211113.580217822,"0",2791,12474,129,404,115.409278869629,1244
5,"0","Desmognathus ochrophaeus",-643036.893180146,-534044.508017472,"0",2872,11350,117,311,15.939902305603,1100
3,"0","Desmognathus ochrophaeus",-937736.297942051,-676357.008017472,"0",2877,11620,107,318,193.328475952148,1186
3,"0","Desmognathus ochrophaeus",-1205260.10746586,-94285.5794460432,"0",2832,9827,140,333,178.434280395508,955
3,"0","Desmognathus ochrophaeus",-1568474.39318015,-554642.722303186,"0",2876,13155,137,323,197.896545410156,1467
5,"0","Desmognathus ochrophaeus",-897074.393180146,82192.9919825282,"0",2806,8312,158,371,230.595474243164,829
3,"0","Desmognathus ochrophaeus",-298224.393180146,-145307.008017472,"0",2816,12073,71,364,294.8310546875,1118
3,"0","Desmognathus ochrophaeus",-1181349.39318015,-819607.008017472,"0",2884,11665,99,308,270.525390625,1115
1,"0","Desmognathus ochrophaeus",-333342.814232777,138379.834087791,"0",2794,15271,150,384,201.009170532227,1526
4,"0","Desmognathus ochrophaeus",-677705.162410916,235104.530444067,"0",2789,8869,189,403,169.072143554688,931
4,"0","Desmognathus ochrophaeus",-448024.393180146,-198257.008017472,"0",2836,12055,103,358,62.8387069702148,1174
1,"0","Desmognathus ochrophaeus",-1493574.39318015,-746757.008017472,"0",2886,14217,206,298,255.404083251953,1562
4,"0","Desmognathus ochrophaeus",-453974.393180146,297142.991982528,"0",2763,11619,176,400,458.653259277344,1207
2,"0","Desmognathus ochrophaeus",-461029.948735701,-329357.008017472,"0",2851,11935,102,326,29.6307544708252,1113
3,"0","Desmognathus ochrophaeus",-346424.393180146,50592.9919825282,"0",2799,12679,180,393,201.597061157227,1308
5,"0","Desmognathus ochrophaeus",-462783.91698967,223500.134839671,"0",2780,12491,153,395,309.975860595703,1287
2,"0","Desmognathus ochrophaeus",-336921.761601199,245011.41303516,"0",2795,10411,166,400,8.77642250061035,1045
4,"0","Desmognathus ochrophaeus",-1579474.39318015,-706642.722303186,"0",2884,12554,174,308,267.808441162109,1333
2,"0","Desmognathus ochrophaeus",-355760.10746586,-215928.4365889,"0",2836,13330,98,352,77.3007583618164,1274
3,"0","Desmognathus ochrophaeus",-1385349.39318015,-729044.508017472,"0",2876,12813,180,310,333.701171875,1323
2,"0","Desmognathus ochrophaeus",-307033.216709558,235878.286100175,"0",2794,10704,170,398,69.1815567016602,1096
3,"0","Desmognathus ochrophaeus",-1236342.81423278,-782725.429070103,"0",2873,13200,106,305,405.824157714844,1290
4,"0","Desmognathus ochrophaeus",-1170824.39318015,-810057.008017472,"0",2881,12448,102,310,298.085876464844,1208
5,"0","Desmognathus ochrophaeus",-338510.10746586,24607.277696814,"0",2789,12919,154,385,402.821716308594,1311
1,"0","Desmognathus ochrophaeus",-912027.024759094,-653409.639596419,"0",2875,11676,116,321,191.098846435547,1138
3,"0","Desmognathus ochrophaeus",-751658.603706462,-594462.271175366,"0",2878,11046,139,307,12.199179649353,1162
2,"0","Desmognathus ochrophaeus",-507593.440799194,272928.706268242,"0",2775,11087,198,387,284.178405761719,1161
2,"0","Desmognathus ochrophaeus",-502688.678894432,251000.134839671,"0",2775,11224,196,388,314.618774414062,1172
5,"0","Desmognathus ochrophaeus",-238897.470103223,144335.299674836,"0",2782,14019,176,383,372.8095703125,1508
1,"0","Desmognathus ochrophaeus",-1553783.91698967,-684309.388969853,"0",2874,13972,152,302,381.835205078125,1406
2,"0","Desmognathus ochrophaeus",-738747.120452874,-723811.553472017,"0",2885,12061,195,296,20.2639636993408,1369
3,"0","Desmognathus ochrophaeus",-958033.216709558,-686592.302135119,"0",2879,11178,104,319,180.393600463867,1147
4,"0","Desmognathus ochrophaeus",-896391.059846813,-499732.008017472,"0",2853,8531,182,335,371.926544189453,904
3,"0","Desmognathus ochrophaeus",-1192617.250323,-844428.4365889,"0",2887,12211,84,308,253.786163330078,1175
1,"0","Desmognathus ochrophaeus",-1175074.39318015,-763823.674684139,"0",2873,12172,89,309,351.523162841797,1128
2,"0","Desmognathus ochrophaeus",-271474.393180146,221642.991982528,"0",2790,12959,188,399,135.982940673828,1389
1,"0","Desmognathus ochrophaeus",-768739.099062499,-707298.18448806,"0",2883,12142,162,305,36.8396301269531,1284
3,"0","Desmognathus ochrophaeus",-872503.804944852,-621004.066841001,"0",2878,10891,123,328,82.4543762207031,1108
5,"0","Desmognathus ochrophaeus",-497428.938634692,-424629.735290199,"0",2862,11562,110,318,14.6919841766357,1152
4,"0","Desmognathus ochrophaeus",-795092.04023897,-668886.419782178,"0",2881,11611,150,315,39.8899345397949,1235
2,"0","Desmognathus ochrophaeus",-555911.893180146,-462482.008017472,"0",2864,11655,125,325,29.787712097168,1212
3,"0","Desmognathus ochrophaeus",-464435.931641684,135796.838136374,"0",2804,10503,151,386,67.0046997070312,1032
1,"0","Desmognathus ochrophaeus",-626974.393180146,-536709.949193942,"0",2870,11677,107,305,19.0566139221191,1143
4,"0","Desmognathus ochrophaeus",-379022.012227765,127833.468173004,"0",2805,10013,224,378,33.0767555236816,1063
1,"0","Desmognathus ochrophaeus",-1494274.39318015,-751257.008017472,"0",2886,13920,203,298,258.767456054688,1530
2,"0","Desmognathus ochrophaeus",-890641.059846813,-621690.341350805,"0",2876,11035,128,328,121.209114074707,1103
2,"0","Desmognathus ochrophaeus",-1391553.34054857,-755567.534333261,"0",2872,12799,163,303,438.260894775391,1340
5,"0","Desmognathus ochrophaeus",-1071574.39318015,-773957.008017472,"0",2878,12466,131,314,276.048706054688,1331
4,"0","Desmognathus ochrophaeus",-267307.726513479,10254.1030936394,"0",2749,18936,156,340,1081.94299316406,1913
4,"0","Desmognathus ochrophaeus",-1089474.39318015,-659357.008017472,"0",2856,8953,142,311,560.431640625,948
4,"0","Desmognathus ochrophaeus",-291252.170957924,37420.769760306,"0",2794,11126,213,386,339.086395263672,1208
3,"0","Desmognathus ochrophaeus",-1017099.39318015,-872669.508017472,"0",2891,12497,193,302,146.1220703125,1452
4,"0","Desmognathus ochrophaeus",-251386.157886028,40878.2861001753,"0",2783,12840,192,384,429.712707519531,1359
3,"0","Desmognathus ochrophaeus",-681974.393180146,106290.050806058,"0",2800,9677,107,385,187.208557128906,950
1,"0","Desmognathus ochrophaeus",-310974.393180146,-33690.3413508051,"0",2808,9949,127,387,154.165176391602,1010
3,"0","Desmognathus ochrophaeus",-642824.393180146,-468607.008017472,"0",2866,11667,129,313,17.1700267791748,1178
1,"0","Desmognathus ochrophaeus",-1574029.9487357,-792690.341350805,"0",2872,14790,172,293,478.141876220703,1564
1,"0","Desmognathus ochrophaeus",-766656.211361964,125824.810164346,"0",2793,9892,126,381,294.268371582031,993
1,"0","Desmognathus ochrophaeus",-943474.393180146,-724642.722303186,"0",2883,11483,107,314,131.494995117188,1167
3,"0","Desmognathus ochrophaeus",-720661.893180146,-563919.508017472,"0",2873,10819,136,295,31.7073822021484,1070
3,"0","Desmognathus ochrophaeus",-789641.059846813,-631690.341350805,"0",2877,11259,125,319,62.0863075256348,1161
2,"0","Desmognathus ochrophaeus",-777201.665907419,-747629.735290199,"0",2886,12414,161,303,30.0594825744629,1322
4,"0","Desmognathus ochrophaeus",-478974.393180146,-321757.008017472,"0",2851,11652,106,337,19.0078315734863,1103
1,"0","Desmognathus ochrophaeus",-661342.814232778,182853.518298318,"0",2785,9844,162,390,343.717102050781,1017
3,"0","Desmognathus ochrophaeus",-333374.393180146,290242.991982528,"0",2783,12480,175,411,144.53498840332,1266
1,"0","Desmognathus ochrophaeus",-390029.948735701,214476.325315861,"0",2796,10259,148,409,21.539909362793,1001
3,"0","Desmognathus ochrophaeus",-885395.445811725,-739672.797491156,"0",2885,11358,131,307,99.7879486083984,1215
1,"0","Desmognathus ochrophaeus",-1582680.27553309,-774651.12566453,"0",2885,15671,170,307,281.402984619141,1652
1,"0","Desmognathus ochrophaeus",-722441.059846813,-500023.674684139,"0",2868,11698,139,320,50.0520935058594,1177
4,"0","Desmognathus ochrophaeus",-301237.551074883,270064.044614107,"0",2792,10620,174,405,7.6484432220459,1111
1,"0","Desmognathus ochrophaeus",-618599.393180146,210517.991982528,"0",2789,9017,178,405,160.945129394531,922
4,"0","Desmognathus ochrophaeus",-348974.393180146,305995.933158999,"0",2770,12798,194,403,360.078704833984,1341
2,"0","Desmognathus ochrophaeus",-427974.393180146,-301571.293731758,"0",2846,13158,99,327,80.2253646850586,1211
3,"0","Desmognathus ochrophaeus",-267849.393180146,145267.991982528,"0",2788,13295,185,383,263.341674804688,1439
1,"0","Desmognathus ochrophaeus",-673117.250323003,136714.420553957,"0",2791,9518,125,379,285.591949462891,970
4,"0","Desmognathus ochrophaeus",-768641.059846813,-605890.341350805,"0",2876,11580,128,314,55.8770866394043,1196
5,"0","Desmognathus ochrophaeus",-906092.04023897,-658768.772723354,"0",2876,11711,114,321,178.483352661133,1145
2,"0","Desmognathus ochrophaeus",-915274.393180146,5592.99198252824,"0",2819,9639,109,333,138.792572021484,927
1,"0","Desmognathus ochrophaeus",-949327.334356617,-816357.008017472,"0",2888,12525,140,304,135.537673950195,1296
2,"0","Desmognathus ochrophaeus",-902574.393180146,-614757.008017472,"0",2872,11718,139,329,155.481597900391,1196
1,"0","Desmognathus ochrophaeus",-555641.059846813,84976.3253158616,"0",2808,10491,168,373,99.3631210327148,1082
3,"0","Desmognathus ochrophaeus",-973349.393180146,-751565.341350805,"0",2884,11596,113,312,148.965560913086,1201
4,"0","Desmognathus ochrophaeus",-965974.393180146,-761857.008017472,"0",2882,12186,118,308,194.111145019531,1272
4,"0","Desmognathus ochrophaeus",-849141.059846813,-615468.119128583,"0",2876,11613,124,325,104.788078308105,1216
4,"0","Desmognathus ochrophaeus",-1510237.55107488,-621409.639596419,"0",2873,14804,119,301,357.204681396484,1411
4,"0","Desmognathus ochrophaeus",-765974.393180146,103995.933158999,"0",2799,8958,129,378,246.071441650391,884
3,"0","Desmognathus ochrophaeus",-822816.498443304,-646199.11328063,"0",2880,11054,121,320,60.3941192626953,1122
5,"0","Desmognathus ochrophaeus",-1058474.39318015,-14440.3413508051,"0",2814,10210,85,351,260.156829833984,946
5,"0","Desmognathus ochrophaeus",-618605.972127514,-541830.692227998,"0",2870,11857,109,297,18.3928909301758,1185
4,"0","Desmognathus ochrophaeus",-389907.726513479,-281157.008017472,"0",2842,14094,81,313,65.6629791259766,1290
5,"0","Desmognathus ochrophaeus",-655621.452003676,233642.991982528,"0",2790,8462,183,403,125.675765991211,891
3,"0","Desmognathus ochrophaeus",-1509674.39318015,-789057.008017472,"0",2888,13422,150,304,262.510406494141,1394
4,"0","Desmognathus ochrophaeus",-375474.393180146,18087.4364269727,"0",2809,11490,180,380,116.066619873047,1164
5,"0","Desmognathus ochrophaeus",-634599.393180146,-468107.008017472,"0",2867,11711,128,314,16.1286773681641,1173
4,"0","Desmognathus ochrophaeus",-1603503.80494485,-696004.066841001,"0",2877,15154,156,302,376.892730712891,1503
1,"0","Desmognathus ochrophaeus",-492713.523614929,-315400.486278342,"0",2847,12599,105,343,60.8693618774414,1186
4,"0","Desmognathus ochrophaeus",-1173209.68729779,-2357.00801747176,"0",2821,8611,216,355,242.347061157227,947
4,"0","Desmognathus ochrophaeus",-441682.726513479,-178565.341350805,"0",2833,11410,129,356,51.7319641113281,1117
1,"0","Desmognathus ochrophaeus",-790065.302271055,93870.264709801,"0",2799,8770,155,370,268.812591552734,869
5,"0","Desmognathus ochrophaeus",-382524.393180146,36542.9919825282,"0",2813,9903,183,383,34.6729583740234,1012
5,"0","Desmognathus ochrophaeus",-485327.334356616,-382827.596252766,"0",2856,12367,106,308,35.6925086975098,1241
2,"0","Desmognathus ochrophaeus",-387574.393180146,298242.991982528,"0",2764,12142,199,401,473.351715087891,1296
4,"0","Desmognathus ochrophaeus",-844342.814232778,115432.465666739,"0",2800,9505,132,369,238.655044555664,933
1,"0","Desmognathus ochrophaeus",-785874.393180146,68792.9919825282,"0",2805,9211,131,363,229.147750854492,894
1,"0","Desmognathus ochrophaeus",-459680.275533087,-210239.360958648,"0",2837,13259,94,359,59.1000099182129,1285
3,"0","Desmognathus ochrophaeus",-1395027.02475909,-726778.060649051,"0",2875,13083,184,307,347.270172119141,1361
3,"0","Desmognathus ochrophaeus",-1149529.9487357,-866801.452461916,"0",2891,11412,134,309,218.262557983398,1220
4,"0","Desmognathus ochrophaeus",-735209.687297793,163231.227276646,"0",2786,10113,158,391,359.934478759766,1120
2,"0","Desmognathus ochrophaeus",-455974.393180146,327642.991982528,"0",2756,13121,201,396,556.807922363281,1390
2,"0","Desmognathus ochrophaeus",-398266.059846813,-347565.341350805,"0",2850,11788,77,264,5.89918756484985,1112
3,"0","Desmognathus ochrophaeus",-1500641.05984681,-779090.341350805,"0",2888,13829,165,304,260.935974121094,1464
4,"0","Desmognathus ochrophaeus",-892092.04023897,-771239.360958648,"0",2886,11389,139,306,103.203224182129,1200
1,"0","Desmognathus ochrophaeus",-635474.393180146,-622857.008017472,"0",2877,11304,149,290,6.34358358383179,1219
1,"0","Desmognathus ochrophaeus",-526241.059846813,89309.6586491949,"0",2806,11357,202,379,118.300186157227,1217
2,"0","Desmognathus ochrophaeus",-306286.893180146,-313107.008017472,"0",2842,12201,103,238,4.06350183486938,1221
4,"0","Desmognathus ochrophaeus",-367849.393180146,321767.991982528,"0",2763,11269,216,401,446.166412353516,1243
4,"0","Desmognathus ochrophaeus",-589816.498443304,230485.097245686,"0",2779,11077,158,393,260.206756591797,1112
2,"0","Desmognathus ochrophaeus",-336551.316257069,3219.91505945132,"0",2791,11125,155,382,351.571319580078,1169
1,"0","Desmognathus ochrophaeus",-1546849.39318015,-765107.008017472,"0",2877,16126,172,298,465.782592773438,1685
3,"0","Desmognathus ochrophaeus",-895807.72651348,-790357.008017472,"0",2887,11583,147,303,102.852722167969,1260
3,"0","Desmognathus ochrophaeus",-914386.157886029,-807592.302135119,"0",2888,12230,149,303,110.474189758301,1356
1,"0","Desmognathus ochrophaeus",-1542274.39318015,-586207.008017472,"0",2873,13382,125,315,287.025421142578,1364
2,"0","Desmognathus ochrophaeus",-700641.059846813,117642.991982528,"0",2796,9858,119,389,250.353424072266,982
2,"0","Desmognathus ochrophaeus",-374743.623949377,-10280.0849405487,"0",2811,12241,183,380,120.78352355957,1286
3,"0","Desmognathus ochrophaeus",-345441.059846813,85309.6586491949,"0",2797,13402,187,383,228.963912963867,1393
1,"0","Desmognathus ochrophaeus",-811786.893180146,-640669.508017472,"0",2878,11628,123,319,74.4304428100586,1194
1,"0","Desmognathus ochrophaeus",-595711.235285409,278590.360403581,"0",2779,10667,195,404,227.699417114258,1170
5,"0","Desmognathus ochrophaeus",-277688.678894432,43500.1348396711,"0",2798,9800,208,393,228.44645690918,1051
5,"0","Desmognathus ochrophaeus",-462701.665907419,281461.17380071,"0",2765,14675,169,395,444.276123046875,1505
5,"0","Desmognathus ochrophaeus",-793124.393180146,89492.9919825282,"0",2801,8698,150,372,274.8916015625,859
3,"0","Desmognathus ochrophaeus",-902041.059846813,-660957.008017472,"0",2877,11745,115,319,155.483200073242,1142
2,"0","Desmognathus ochrophaeus",-1385856.74612132,-221180.537429237,"0",2841,10027,241,347,260.154998779297,1149
2,"0","Desmognathus ochrophaeus",-595252.170957924,103809.658649195,"0",2803,9032,145,367,125.895401000977,869
1,"0","Desmognathus ochrophaeus",-569041.059846813,142442.991982528,"0",2801,10018,131,396,90.646728515625,984
1,"0","Desmognathus ochrophaeus",-990921.761601199,-11514.9027543139,"0",2812,9838,106,353,295.405853271484,947
5,"0","Desmognathus ochrophaeus",-742041.059846813,-550957.008017472,"0",2872,11204,141,314,56.5172271728516,1171
5,"0","Desmognathus ochrophaeus",-295191.784484494,87556.0354607891,"0",2781,13498,191,380,433.544128417969,1434
2,"0","Desmognathus ochrophaeus",-550915.569650734,192466.521394293,"0",2796,9789,161,407,43.4303970336914,962
3,"0","Desmognathus ochrophaeus",-580307.726513479,236254.103093639,"0",2783,9551,165,396,209.445098876953,985
2,"0","Desmognathus ochrophaeus",-714260.10746586,-482857.008017472,"0",2866,11390,118,321,21.3245830535889,1114
1,"0","Desmognathus ochrophaeus",-725974.393180146,182995.933158999,"0",2783,8942,165,391,365.248352050781,977
1,"0","Desmognathus ochrophaeus",-1521869.13002225,-618935.955385893,"0",2876,14039,117,303,289.68017578125,1318
5,"0","Desmognathus ochrophaeus",-706869.130022252,181221.939350949,"0",2785,8759,158,396,320.804168701172,917
5,"0","Desmognathus ochrophaeus",-285391.059846813,-261857.008017472,"0",2839,12825,85,335,77.7683334350586,1205
1,"0","Desmognathus ochrophaeus",-985079.656338041,-845357.008017471,"0",2892,12078,174,305,82.1956558227539,1372
1,"0","Desmognathus ochrophaeus",-917617.250323003,-826428.4365889,"0",2889,12389,161,302,111.362449645996,1381
2,"0","Desmognathus ochrophaeus",-299474.393180146,151142.991982528,"0",2786,12888,161,382,290.099243164062,1354
4,"0","Desmognathus ochrophaeus",-792849.393180146,-694419.508017472,"0",2882,12145,155,313,42.0417327880859,1291
5,"0","Desmognathus ochrophaeus",-718474.393180146,171142.991982528,"0",2783,10252,163,390,400.662902832031,1116
5,"0","Desmognathus ochrophaeus",-653374.393180146,-540623.674684139,"0",2873,11361,122,306,15.3127918243408,1140
1,"0","Desmognathus ochrophaeus",-282503.804944852,-178121.713899825,"0",2819,14150,66,346,336.368957519531,1280
1,"0","Desmognathus ochrophaeus",-382524.393180146,242592.991982528,"0",2790,10862,155,415,69.2107467651367,1061
3,"0","Desmognathus ochrophaeus",-369386.157886028,294760.639041352,"0",2766,12751,192,398,436.426086425781,1338
5,"0","Desmognathus ochrophaeus",-1122924.39318015,-841607.008017471,"0",2890,11520,137,311,189.78662109375,1279
2,"0","Desmognathus ochrophaeus",-484801.979387043,-354184.594224368,"0",2855,12009,100,322,10.5924053192139,1190
4,"0","Desmognathus ochrophaeus",-874474.393180146,-665357.008017472,"0",2880,11225,114,319,110.550605773926,1095
1,"0","Desmognathus ochrophaeus",-761696.615402368,-708634.785795249,"0",2884,12008,169,300,31.7295951843262,1287
1,"0","Desmognathus ochrophaeus",-603974.393180146,-610857.008017472,"0",2876,10947,120,290,3.49577760696411,1126
3,"0","Desmognathus ochrophaeus",-1106174.39318015,-796257.008017472,"0",2883,11231,98,314,221.343460083008,1111
2,"0","Desmognathus ochrophaeus",-626252.170957924,159365.21420475,"0",2794,9035,120,395,195.17756652832,912
5,"0","Desmognathus ochrophaeus",-881268.510827205,-706474.655076295,"0",2880,11959,115,313,154.614318847656,1212
2,"0","Desmognathus ochrophaeus",-765247.120452874,-715402.462562926,"0",2884,12003,170,302,28.6171360015869,1288
2,"0","Desmognathus ochrophaeus",-379107.726513479,290176.325315861,"0",2769,11696,190,407,382.307250976562,1228
1,"0","Desmognathus ochrophaeus",-306359.008564761,-207741.623402087,"0",2826,13740,70,349,250.563766479492,1276
2,"0","Desmognathus ochrophaeus",-968117.250323004,-743166.531826995,"0",2883,11706,111,313,155.384765625,1199
1,"0","Desmognathus ochrophaeus",-989444.98141544,-730592.302135119,"0",2880,11719,114,314,203.504455566406,1226
4,"0","Desmognathus ochrophaeus",-1430696.61540237,-255468.119128583,"0",2841,10561,247,343,308.672058105469,1259
2,"0","Desmognathus ochrophaeus",-580574.393180146,210576.325315862,"0",2787,10095,127,400,178.83317565918,975
2,"0","Desmognathus ochrophaeus",-1527074.39318015,-664207.008017472,"0",2872,14841,128,304,406.504272460938,1432
3,"0","Desmognathus ochrophaeus",-1180928.93863469,-33629.735290199,"0",2827,9359,177,351,184.013534545898,946
1,"0","Desmognathus ochrophaeus",-718196.615402368,-594301.452461916,"0",2875,11922,125,283,27.0076541900635,1201
5,"0","Desmognathus ochrophaeus",-232307.726513479,-119801.452461916,"0",2826,12731,88,370,89.1936721801758,1176
5,"0","Desmognathus ochrophaeus",-368617.250323003,61928.7062682425,"0",2808,11896,211,379,106.020332336426,1245
1,"0","Desmognathus ochrophaeus",-577974.393180146,-468004.066841001,"0",2865,11516,121,318,26.327356338501,1160
4,"0","Desmognathus ochrophaeus",-1525562.62847426,-607239.360958648,"0",2881,12593,117,311,188.092926025391,1208
1,"0","Desmognathus ochrophaeus",-1014266.05984681,-864315.341350805,"0",2893,11927,183,303,105.573226928711,1367
1,"0","Desmognathus ochrophaeus",-356974.393180146,205800.88671937,"0",2796,10853,165,401,32.1298904418945,1100
1,"0","Desmognathus ochrophaeus",-300022.012227765,13166.8015063378,"0",2796,10435,196,385,285.745483398438,1137
4,"0","Desmognathus ochrophaeus",-1513395.44581173,-527041.218543787,"0",2872,11821,135,324,194.391693115234,1328
5,"0","Desmognathus ochrophaeus",-1137307.72651348,-858412.563573027,"0",2890,12250,140,310,230.23063659668,1351
5,"0","Desmognathus ochrophaeus",-293918.83762459,133754.103093639,"0",2789,12911,169,384,266.371795654297,1365
2,"0","Desmognathus ochrophaeus",-1465349.39318015,-712982.008017472,"0",2877,14161,185,301,337.404083251953,1479
3,"0","Desmognathus ochrophaeus",-261918.83762459,62198.5475380838,"0",2786,12123,217,388,406.228851318359,1318
3,"0","Desmognathus ochrophaeus",-1007566.98577274,-671949.600610064,"0",2872,11478,113,318,283.957824707031,1154
1,"0","Desmognathus ochrophaeus",-646307.726513479,248842.991982528,"0",2787,8608,200,398,140.255584716797,943
2,"0","Desmognathus ochrophaeus",-1494492.91169867,-623060.711721175,"0",2875,14050,121,303,302.068572998047,1361
2,"0","Desmognathus ochrophaeus",-696428.938634692,33506.6283461646,"0",2816,9935,106,327,91.3009185791016,974
2,"0","Desmognathus ochrophaeus",-450418.83762459,-323634.78579525,"0",2851,12378,100,324,25.6037940979004,1131
2,"0","Desmognathus ochrophaeus",-244932.726513479,108934.658649195,"0",2769,14988,215,374,609.299682617188,1652
5,"0","Desmognathus ochrophaeus",-349092.040238969,-184121.713899825,"0",2831,13058,98,360,88.7481918334961,1253
5,"0","Desmognathus ochrophaeus",-266694.393180146,103722.991982528,"0",2770,14316,215,370,656.461608886719,1574
5,"0","Desmognathus ochrophaeus",-686641.059846813,-540190.341350805,"0",2870,11942,104,269,2.57528209686279,1148
4,"0","Desmognathus ochrophaeus",-235897.470103223,216104.530444067,"0",2775,15514,173,386,430.161499023438,1684
4,"0","Desmognathus ochrophaeus",-480069.631275384,-414452.24611271,"0",2859,11874,96,289,2.77631855010986,1132
5,"0","Desmognathus ochrophaeus",-904874.393180146,-790407.008017472,"0",2886,11745,145,303,120.223655700684,1274
5,"0","Desmognathus ochrophaeus",-441974.393180146,125432.465666739,"0",2800,11299,180,386,155.713790893555,1132
5,"0","Desmognathus ochrophaeus",-445027.024759093,179379.834087791,"0",2797,10908,133,397,68.3792419433594,1077
1,"0","Desmognathus ochrophaeus",-738824.393180146,105392.991982528,"0",2800,9130,111,387,208.086181640625,907
3,"0","Desmognathus ochrophaeus",-742797.922591911,-541533.478605707,"0",2871,11132,141,320,67.5483245849609,1155
3,"0","Desmognathus ochrophaeus",-285879.155084908,-175452.24611271,"0",2819,13437,68,348,329.441070556641,1222
2,"0","Desmognathus ochrophaeus",-666092.04023897,61819.4625707635,"0",2812,9813,88,362,101.82137298584,917
2,"0","Desmognathus ochrophaeus",-468374.393180146,184242.991982528,"0",2796,11208,148,403,59.3184204101562,1130
3,"0","Desmognathus ochrophaeus",-1066027.02475909,-812514.902754314,"0",2886,11317,106,309,191.225692749023,1162
3,"0","Desmognathus ochrophaeus",-1407107.72651348,-693823.674684139,"0",2875,13139,171,305,335.43505859375,1303
1,"0","Desmognathus ochrophaeus",-976574.393180146,2242.99198252824,"0",2809,9246,115,355,312.190948486328,931
1,"0","Desmognathus ochrophaeus",-1542641.05984681,-737801.452461916,"0",2879,13604,174,307,316.108459472656,1427
2,"0","Desmognathus ochrophaeus",-447241.059846813,-61423.6746841384,"0",2807,12192,70,369,296.042816162109,1097
4,"0","Desmognathus ochrophaeus",-1146496.13231058,-833617.877582689,"0",2888,11529,111,311,233.381210327148,1164
4,"0","Desmognathus ochrophaeus",-416359.008564761,-296587.777248241,"0",2844,13830,93,325,81.9983596801758,1277
5,"0","Desmognathus ochrophaeus",-301688.678894432,198142.991982528,"0",2793,12240,177,393,134.519454956055,1330
4,"0","Desmognathus ochrophaeus",-435307.726513479,220309.658649195,"0",2782,14108,119,397,275.497344970703,1393
5,"0","Desmognathus ochrophaeus",-908974.393180146,-525642.722303186,"0",2855,9243,164,335,326.209167480469,949
2,"0","Desmognathus ochrophaeus",-241658.603706462,-5199.11328062965,"0",2763,17316,124,345,920.134216308594,1692
3,"0","Desmognathus ochrophaeus",-298915.569650734,-224180.537429237,"0",2831,13678,69,352,184.942642211914,1239
5,"0","Desmognathus ochrophaeus",-686474.393180146,91357.277696814,"0",2803,9968,92,382,181.494491577148,944
3,"0","Desmognathus ochrophaeus",-1506474.39318015,-796071.293731757,"0",2889,13180,143,305,235.962326049805,1352
5,"0","Desmognathus ochrophaeus",-348786.893180146,231017.991982528,"0",2795,10950,162,405,17.9235572814941,1085
4,"0","Desmognathus ochrophaeus",-1008117.250323,-879166.531826995,"0",2894,11687,205,304,98.6612777709961,1377
1,"0","Desmognathus ochrophaeus",-1053418.83762459,-732301.452461916,"0",2878,11671,123,314,262.774291992188,1162
5,"0","Desmognathus ochrophaeus",-897074.393180146,-712257.008017472,"0",2881,11275,121,312,147.217346191406,1165
5,"0","Desmognathus ochrophaeus",-761786.893180146,-427669.508017472,"0",2857,10111,102,341,129.355682373047,952
4,"0","Desmognathus ochrophaeus",-927574.393180146,-661757.008017472,"0",2874,12166,112,320,225.982025146484,1222
5,"0","Desmognathus ochrophaeus",-458574.393180146,322042.991982528,"0",2758,12273,202,396,542.777404785156,1300
